sales,quantity,profit,label
4.752,1,1.6038,1
959.9839999999999,2,335.9944,0
14.368,4,4.49,1
7.712000000000001,2,2.7956,1
698.352,3,-17.4588,0
4.96,4,2.3312,1
17.855999999999998,4,1.1159999999999999,1
509.97,10,-407.976,1
30.991999999999997,13,10.0724,1
71.928,12,8.3916,1
88.8,4,-2.22,1
47.976000000000006,3,4.7976,1
7.56,3,3.0996,1
24.56,2,11.5432,1
12.96,2,4.1472,1
6.79,1,2.3086,1
24.56,2,11.5432,1
3.048,1,1.0668,1
49.12,4,23.0864,1
4355.168,4,1415.4296,2
388.704,6,-4.8588,1
8.26,2,3.7996,1
17.04,4,6.9864,1
34.4,5,15.824000000000002,1
36.24,5,11.325,1
647.84,8,168.4384,0
20.7,2,9.936,1
20.7,2,9.936,1
488.64599999999996,3,86.8704,1
5.56,2,1.4456,1
47.12,8,20.7328,1
211.96,4,8.4784,1
23.2,4,10.44,1
7.36,2,0.1472,1
104.79,7,29.3412,1
1043.92,4,271.4192,0
25.92,5,9.396,1
53.424,3,4.6746,1
8.16,5,-5.712000000000001,1
1023.936,8,179.1888,0
9.24,1,0.924,1
479.04,10,-29.94,1
99.13600000000001,4,30.98,1
1488.424,7,-297.6848,0
8.652000000000001,3,-20.3322,1
23.831999999999997,3,2.6811,1
12.175999999999998,4,-18.8728,1
50.96,7,25.48,1
49.536,3,17.3376,1
41.9,2,8.799,1
375.4575,3,-157.0095,1
83.976,3,-1.0497,1
482.34,4,-337.63800000000003,1
2.96,1,0.777,1
2.6239999999999997,1,0.4264,1
23.36,4,7.8839999999999995,1
39.98,2,13.5932,1
246.38400000000001,2,27.7182,1
1799.97,3,701.9883,0
12.462,3,-20.5623,1
75.792,3,25.5798,1
49.96,2,9.4924,1
12.96,2,6.2208,1
70.12,4,21.035999999999998,1
35.952,3,3.5952,1
2396.2656,4,-317.1528,0
131.136,4,-32.784,1
57.583999999999996,2,0.7198,1
9.568,2,3.4684,1
39.071999999999996,6,9.767999999999999,1
35.91,3,9.6957,1
179.95,5,37.7895,1
1199.976,3,434.9913,0
27.15,5,13.3035,1
1004.0239999999999,7,-112.9527,0
9.68,1,4.6464,1
28.35,9,13.607999999999999,1
55.98,1,27.4302,1
1336.829,13,31.4548,0
113.568,2,-18.4548,1
139.86,7,65.7342,1
307.13599999999997,4,26.8744,1
95.92,8,25.8984,1
383.8,5,38.38,1
5.78,1,2.8322,1
9.32,4,2.7028,1
15.25,1,7.015,1
196.752,6,56.5662,1
56.56,4,14.7056,1
32.7,3,8.502,1
866.4,4,225.264,0
28.4,2,11.075999999999999,1
287.92,8,138.2016,1
69.99,1,30.0957,1
6.672000000000001,6,0.5004,1
189.588,2,-145.3508,1
408.744,7,76.6395,1
291.96,5,54.7425,1
4.768,2,-0.7748,1
714.3,5,207.14700000000002,0
4.812,2,-3.6892,1
247.8,5,-18.585,1
1007.9789999999999,3,43.1991,0
313.488,7,113.6394,1
31.872,8,11.5536,1
207.84599999999998,3,2.3094,1
12.22,1,3.6660000000000004,1
194.94,3,23.3928,1
70.95,3,20.5755,1
91.36,4,42.0256,1
242.94,3,29.1528,1
22.05,7,10.584000000000001,1
2.91,1,1.3677,1
59.52,3,15.4752,1
161.94,3,9.7164,1
263.88,6,71.2476,1
30.48,3,7.9248,1
9.84,3,2.8536,1
35.12,4,9.1312,1
284.36400000000003,2,-75.8304,1
665.408,2,66.5408,0
63.88,4,24.9132,1
129.56799999999998,2,-24.294,1
747.558,3,-96.1146,0
8.927999999999999,2,3.3480000000000003,1
103.92,4,36.372,1
899.91,9,377.9622,0
51.312,3,18.6006,1
23.56,5,7.068,1
1272.63,6,-814.4832,0
28.485,5,-20.889,1
185.37599999999998,2,-34.758,1
78.27199999999999,2,5.8704,1
254.74400000000003,7,-312.0614,1
205.3328,2,-36.2352,1
4.788,3,-7.9002,1
55.48,1,26.6304,1
340.92,3,3.4092,1
222.666,2,10.4784,1
703.9680000000001,4,87.99600000000001,0
92.52,6,24.9804,1
62.65,7,28.819000000000003,1
94.85,5,45.528,1
95.76,6,7.182,1
40.2,3,19.296,1
14.7,5,6.615,1
704.25,5,84.51,0
9.09,3,1.9089,1
5.96,2,1.6688,1
159.98,2,57.5928,1
29.6,2,14.8,1
514.165,5,-30.245,1
279.96,5,17.4975,1
2735.952,6,341.994,2
7.992000000000001,1,0.5994,1
63.983999999999995,2,10.3974,1
70.368,2,6.1572,1
449.15,5,8.982999999999999,1
11.07,3,5.0922,1
93.98,2,13.1572,1
189.882,3,-94.941,1
105.42,2,51.6558,1
119.616,8,40.3704,1
255.76,4,81.8432,1
241.56799999999998,2,18.1176,1
69.3,9,22.869,1
22.62,2,-15.08,1
14.952,2,-11.9616,1
801.568,2,50.098,0
2.376,3,-1.9008,1
32.792,1,11.8871,1
15.92,5,5.372999999999999,1
2.74,1,0.7398,1
8.34,3,2.1684,1
46.74,3,11.685,1
6354.95,5,3177.475,2
126.3,3,40.416,1
38.04,2,12.1728,1
7.152,3,0.7152,1
6.63,3,1.7901,1
5.88,2,1.7052,1
2999.95,5,1379.977,2
51.45,3,13.8915,1
11.96,2,5.382000000000001,1
1126.02,3,56.301,0
18.392,1,5.2877,1
129.56799999999998,2,-25.9136,1
14.112,9,-21.168000000000003,1
210.98,2,21.098000000000003,1
55.176,3,-12.4146,1
66.26,2,27.1666,1
22.2,5,10.434000000000001,1
683.952,3,42.747,0
45.696000000000005,3,5.1408,1
36.336,3,-7.2672,1
666.248,1,-149.9058,0
52.512,6,19.692,1
190.72,1,11.92,1
47.94,3,2.397,1
979.95,5,274.38599999999997,0
22.75,5,11.375,1
16.768,2,1.4672,1
42.61600000000001,7,-68.1856,1
10.752,4,3.36,1
152.94,3,41.2938,1
283.92,4,70.98,1
468.9,6,206.31599999999997,1
380.86400000000003,8,38.0864,1
646.776,9,-145.5246,0
58.111999999999995,2,7.263999999999999,1
100.792,1,6.2995,1
66.112,4,-84.2928,1
41.28,6,13.932,1
13.36,2,6.4128,1
250.27200000000002,9,15.642000000000001,1
11.364,3,-17.046,1
8.72,5,-1.744,1
1121.568,2,0.0,0
34.504,1,6.0382,1
10.824000000000002,3,2.5707,1
1295.78,2,310.9872,0
19.456,4,3.4048,1
20.7,2,9.936,1
1335.68,4,-217.048,0
32.4,5,15.552,1
42.6,3,16.614,1
84.056,7,27.3182,1
13.0,5,1.3,1
13.128,3,3.7743,1
3.96,2,0.0,1
2.61,1,1.2006,1
374.376,3,46.797,1
91.84,8,45.0016,1
81.08800000000001,7,27.3672,1
19.44,3,9.3312,1
451.152,3,0.0,1
72.45,7,34.775999999999996,1
13.96,4,6.4216,1
33.264,7,11.2266,1
14.85,3,4.0095,1
8.82,3,2.3814,1
160.72,14,78.7528,1
19.92,4,9.7608,1
7.3,2,2.19,1
69.712,2,8.714,1
8.792,1,-5.7148,1
51.52,4,1.5456,1
470.376,3,52.9173,1
105.584,2,9.2386,1
31.151999999999997,3,3.5046,1
6.7829999999999995,7,-4.7481,1
406.36800000000005,4,30.4776,1
70.98,1,4.9686,1
294.93,3,144.5157,1
84.78399999999999,2,-20.1362,1
20.736,4,7.2576,1
16.820999999999998,3,-12.8961,1
10.368,2,3.6288,1
9.344,2,1.168,1
31.2,3,9.75,1
76.12,2,22.0748,1
1199.976,3,434.9913,0
445.96,5,55.745,1
327.76,8,91.7728,1
11.632,2,1.0178,1
143.982,3,-28.7964,1
494.376,4,-115.3544,1
5.84,2,0.73,1
142.776,1,17.847,1
45.696000000000005,3,5.1408,1
7.218,3,-5.5338,1
43.188,4,-31.6712,1
131.904,3,47.8152,1
3.282,2,-2.6256,1
21.168000000000003,9,2.3814,1
55.188,2,-10.1178,1
369.57599999999996,3,41.5773,1
15.712,4,5.6956,1
8.448,2,2.64,1
728.946,9,-157.9383,0
119.94,10,15.992,1
3.648,2,-2.7968,1
40.48,2,15.7872,1
9.94,2,3.0814,1
107.42399999999999,9,33.57,1
37.91,1,10.9939,1
88.02,3,27.2862,1
8.69,5,-14.773,1
301.96,2,87.5684,1
555.21,5,178.90099999999998,0
523.48,4,130.87,1
161.82,9,46.9278,1
35.56,7,12.0904,1
97.16,2,28.1764,1
15.24,5,5.1435,1
13.23,3,6.0858,1
243.38400000000001,3,-51.7191,1
119.8,5,29.95,1
300.768,4,30.0768,1
17.88,3,2.4585,1
235.94400000000002,3,85.5297,1
392.94,3,43.2234,1
18.882,3,-13.8468,1
122.32799999999999,3,12.2328,1
1049.2,5,272.79200000000003,0
15.424000000000001,4,5.0128,1
18.84,3,6.0288,1
330.4,2,85.904,1
26.25,7,12.6,1
132.52,4,54.3332,1
6.48,1,3.1752,1
209.3,2,56.511,1
31.56,5,9.8625,1
30.144000000000002,2,3.0144,1
14.8,4,6.068,1
302.376,3,22.6782,1
316.0,4,31.6,1
379.4,10,178.31799999999998,1
97.82,2,45.9754,1
103.12,8,10.312000000000001,1
113.552,2,8.5164,1
3.318,2,-2.6544,1
134.28799999999998,2,45.3222,1
701.372,2,-50.098,0
2.3080000000000003,2,-3.4619999999999997,1
999.432,7,124.929,0
724.08,14,-135.765,0
918.785,5,-118.1295,0
2.7239999999999998,3,-4.2222,1
459.95,5,18.398,1
10.74,3,5.2626,1
23.76,3,2.079,1
85.056,3,28.7064,1
381.57599999999996,3,28.6182,1
30.36,5,8.7285,1
23.976,3,-14.3856,1
108.925,1,-71.8905,1
36.352,8,11.36,1
19.56,5,1.7115,1
61.44,3,16.5888,1
38.9,5,17.505,1
99.39,3,40.7499,1
2.688,3,-7.392,1
27.816,3,4.5201,1
82.524,3,-41.262,1
182.99400000000003,3,-320.2395,1
14.352,3,4.6644,1
64.96,2,2.5984,1
68.6,4,18.522000000000002,1
7999.98,4,-3839.9904,2
167.44,2,14.651,1
479.97,3,163.1898,1
14.62,2,6.8714,1
19.44,3,9.3312,1
191.984,2,4.7996,1
104.01,1,14.5614,1
284.82,1,74.0532,1
36.84,3,10.3152,1
166.24,1,24.936,1
33.4,5,16.032,1
198.27200000000002,8,17.3488,1
47.36,4,17.76,1
200.984,7,62.8075,1
97.696,4,31.7512,1
2.696,1,0.8088,1
18.588,2,-13.6312,1
4.896,3,-3.4272,1
15.072000000000001,3,4.1448,1
209.88,3,35.6796,1
369.912,3,-13.8717,1
10.368,2,3.6288,1
166.84,5,18.7695,1
15.216,1,2.2824,1
119.96,4,52.7824,1
883.92,5,-110.49,0
46.72,8,15.767999999999999,1
55.48,1,26.6304,1
24.448,4,8.8624,1
281.34,6,109.7226,1
307.98,2,89.3142,1
299.97,3,113.9886,1
19.92,5,6.972,1
9.94,2,3.0814,1
103.056,3,24.4758,1
59.808,3,19.4376,1
73.32,6,21.996,1
146.82,3,73.41,1
1652.94,3,231.4116,0
296.37,3,80.0199,1
129.92,5,21.112,1
45.583999999999996,7,5.1282,1
17.567999999999998,2,6.3684,1
55.992,1,5.5992,1
182.72,8,84.0512,1
400.032,2,-153.3456,1
33.63,3,10.089,1
542.646,3,102.4998,1
6.3,2,3.0239999999999996,1
242.94,3,9.7176,1
179.97,3,86.3856,1
99.696,6,33.6474,1
27.936,4,9.4284,1
84.98,1,18.6956,1
18.72,5,6.5520000000000005,1
49.98,2,8.4966,1
11.784,3,4.2717,1
272.736,3,-64.7748,1
3.54,2,-5.487,1
51.52,5,-10.948,1
3.528,1,1.1466,1
4.624,1,1.6762,1
55.168,4,6.2064,1
567.12,10,-28.355999999999998,1
359.32,4,7.1864,1
11.992,1,0.8994,1
58.05,3,26.703000000000003,1
157.74,11,56.7864,1
56.98,7,22.791999999999998,1
2.88,1,1.4112,1
1199.976,3,374.9925,0
79.92,4,28.7712,1
383.43800000000005,4,-167.3184,1
24.56,2,6.8768,1
119.8,4,47.92,1
13.128,3,4.2666,1
22.72,4,10.224,1
58.32,9,27.9936,1
12.39,3,5.6994,1
107.98200000000001,3,-26.9955,1
11.36,2,5.3392,1
50.94,3,25.47,1
646.74,6,258.69599999999997,0
5.64,3,2.7072,1
572.58,6,34.3548,0
310.88,2,23.316,1
641.96,2,179.7488,0
18.28,2,9.14,1
207.0,3,51.75,1
32.35,5,16.175,1
7.71,1,3.4695,1
40.3,2,10.880999999999998,1
34.58,7,14.5236,1
32.76,7,3.6855,1
544.008,3,40.8006,1
59.94,3,28.1718,1
23.92,4,11.7208,1
4.28,1,1.926,1
32.07,5,-22.449,1
24.0,2,-2.7,1
35.49,1,-15.6156,1
47.983999999999995,2,0.5998,1
186.69,3,87.7443,1
17.456,2,5.8914,1
348.92800000000005,2,34.8928,1
143.96,4,69.1008,1
15.42,1,4.1634,1
43.04,8,21.0896,1
332.94,3,79.9056,1
1363.96,5,85.2475,0
9.96,2,4.5816,1
21.72,4,10.6428,1
20.16,7,9.8784,1
132.79,7,63.7392,1
12.96,2,6.2208,1
21.56,7,10.3488,1
283.92,5,17.745,1
22.23,1,7.3359,1
215.968,2,18.8972,1
355.32,9,99.4896,1
12.96,2,6.2208,1
18.28,2,6.2152,1
43.176,3,4.3176,1
1983.9679999999998,4,247.99599999999998,0
28.4,2,11.075999999999999,1
149.97,3,50.9898,1
11.52,4,3.2256,1
1298.55,5,311.652,0
213.92,4,62.0368,1
25.78,2,2.5780000000000003,1
18.28,2,6.2152,1
1399.93,7,601.9699,0
51.84,8,24.8832,1
5.343999999999999,1,1.8704,1
41.472,8,14.5152,1
3.168,3,-2.4288,1
1228.465,5,0.0,0
31.086,3,-22.7964,1
335.52,4,117.432,1
239.97,3,71.991,1
9.82,2,4.8118,1
67.8,4,4.0680000000000005,1
167.97,3,40.3128,1
35.0,7,16.8,1
37.24,4,10.7996,1
15.28,2,7.4872,1
301.96,2,90.588,1
180.66,3,50.5848,1
191.98,2,51.8346,1
65.99,1,17.1574,1
35.216,2,2.6412,1
23.695999999999998,2,6.5164,1
265.475,1,-111.4995,1
51.184,4,-79.3352,1
9.664,2,3.2616,1
21.072,3,1.5804,1
60.45,3,16.3215,1
11.52,4,3.3408,1
186.048,4,9.3024,1
37.44,4,11.7,1
26.976,4,8.7672,1
11.36,2,3.2944,1
14.62,2,6.8714,1
83.72,7,23.4416,1
287.94,3,77.7438,1
48.896,4,8.5568,1
115.36,7,49.6048,1
5.16,2,1.3416,1
38.88,6,18.6624,1
185.88,6,50.1876,1
44.46,2,14.6718,1
242.94,3,9.7176,1
39.96,2,18.7812,1
102.3,10,26.598000000000003,1
21.36,2,5.7672,1
7.61,1,3.5767,1
7.16,2,3.58,1
7.36,2,0.1472,1
23.1,2,10.626,1
191.472,6,40.6878,1
5.247999999999999,2,0.5904,1
59.184,2,5.1786,1
2.89,1,1.3583,1
51.94,1,21.2954,1
15.936,4,5.1792,1
44.91,6,-35.928000000000004,1
1141.47,5,-760.98,0
280.782,3,-46.797,1
34.44,3,17.22,1
11.36,2,5.2256,1
106.344,7,37.2204,1
192.16,5,67.256,1
322.59,3,64.518,1
29.99,1,13.1956,1
371.97,3,66.9546,1
5.892,4,-4.1244,1
68.472,3,23.1093,1
1242.9,5,262.39,0
30.84,2,8.3268,1
13.48,4,5.9312,1
31.4,5,10.048,1
17.46,2,5.9364,1
13.944,3,4.5318,1
83.76,12,1.6752,1
37.66,7,18.4534,1
34.68,6,16.9932,1
149.95,5,14.995,1
51.312,3,18.6006,1
4.54,1,2.043,1
15.92,4,5.4128,1
543.92,8,135.98,1
155.82,7,42.0714,1
70.008,3,24.5028,1
15.648,2,5.0856,1
103.6,7,51.8,1
46.96,8,22.5408,1
8.904,2,-6.5296,1
10.44,5,3.3930000000000002,1
18.336,4,-32.088,1
323.976,3,20.2485,1
20.04,3,9.6192,1
64.96,2,2.5984,1
12.96,2,6.2208,1
323.13599999999997,4,12.1176,1
90.93,7,2.7279,1
52.776,3,19.791,1
1199.8,4,323.94599999999997,0
1928.78,7,829.3754,0
352.38,2,81.0474,1
22.2,6,9.102,1
46.94,1,19.2454,1
143.73,9,56.0547,1
99.91799999999999,2,-18.5562,1
797.944,4,-56.996,0
8.568,3,-14.5656,1
149.352,3,50.4063,1
12.992,1,-0.812,1
24.56,2,6.8768,1
85.14,3,34.9074,1
21.99,1,10.5552,1
406.6,5,113.848,1
841.568,2,294.5488,0
15.552,3,5.4432,1
252.0,5,53.55,1
46.2,4,12.936,1
28.84,2,9.5172,1
14.592,3,2.5536,1
89.85600000000001,3,21.3408,1
13.872,3,5.0286,1
12.192,3,4.1148,1
45.056000000000004,8,15.2064,1
29.718000000000004,6,-21.7932,1
15.552,3,5.4432,1
447.69599999999997,2,33.5772,1
159.99,1,54.3966,1
12.96,2,6.2208,1
134.48,4,34.9648,1
17.12,2,8.0464,1
6.096,2,2.2098,1
1114.272,4,41.7852,0
32.4,5,15.552,1
540.57,3,140.5482,1
167.76,5,62.91,1
393.165,3,-204.4458,1
516.488,7,-12.9122,1
1007.232,6,75.5424,0
2065.32,12,-619.596,0
15.552,3,5.4432,1
25.344,6,7.92,1
25.471999999999998,4,7.6416,1
27.168000000000003,2,2.7168,1
78.8528,2,-11.595999999999998,1
173.8,5,43.45,1
29.592,1,2.5893,1
4.752,2,-3.168,1
15.552,3,5.6376,1
204.6,2,53.196000000000005,1
321.568,2,28.1372,1
6.24,2,3.0576,1
21.88,2,10.94,1
4.6080000000000005,2,1.6704,1
9.82,2,4.8118,1
35.97,3,9.7119,1
12.96,2,6.2208,1
191.6,4,91.96799999999999,1
8.64,3,4.2336,1
501.81,3,0.0,1
127.104,6,28.5984,1
124.2,3,-31.05,1
18.588,2,-13.6312,1
30.072,3,10.1493,1
160.93,7,3.2186,1
75.792,3,25.5798,1
1.08,2,-0.792,1
3059.982,2,679.9960000000001,2
3.282,2,-2.6256,1
34.02,3,16.6698,1
599.2919999999999,6,93.2232,0
3.392,1,0.8056,1
559.984,2,55.9984,1
603.92,5,75.49,0
7.968,2,2.5896,1
27.968000000000004,4,9.4392,1
336.51,3,44.868,1
1.112,2,-1.8904,1
520.05,5,72.807,1
17.97,3,5.2113,1
1166.92,5,131.2785,0
14.624,2,5.484,1
10.23,3,4.9104,1
154.9,5,69.705,1
2715.93,7,1276.4871,2
617.97,3,173.0316,0
10.67,1,4.9082,1
36.63,3,9.8901,1
24.1,5,9.158,1
33.11,7,12.9129,1
44.02,2,11.4452,1
2309.65,7,762.1845,0
1090.782,7,-290.8752,0
19.44,3,9.3312,1
484.65,3,92.0835,1
115.296,3,40.3536,1
7.08,3,2.478,1
4.401,3,-3.5208,1
44.75,5,20.585,1
95.984,2,5.999,1
151.72,4,27.3096,1
155.25,3,46.575,1
14.03,1,4.0687,1
1618.37,13,356.0414,0
